Latitude: 28.64278  Longitude: -82.26415
X & Y on Lambert Conformal Conic: 1692532.5 -1301758.28
Tile: 10669
Elevation: 25 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1991,19,37538.73,0.00,377.86,0.00,25.65,8.89,855.55
1991,20,37598.98,13.47,230.92,0.00,23.62,12.10,1349.59
1991,21,37660.87,0.00,355.94,0.00,20.08,6.27,846.30
1991,22,37724.38,0.00,352.67,0.00,17.45,4.29,756.19
1991,23,37789.48,0.00,402.76,0.00,19.01,1.30,537.26
1991,24,37856.12,0.00,404.32,0.00,26.14,7.08,746.87
1991,25,37924.27,3.98,209.55,0.00,19.96,10.52,1270.95
1991,26,37993.91,0.00,252.63,0.00,16.98,8.90,1136.04
1991,27,38064.99,0.00,318.94,0.00,21.09,10.03,1093.78
1991,28,38137.49,13.87,166.64,0.00,21.26,14.08,1605.84
1991,29,38211.37,0.51,309.08,0.00,26.75,15.58,1639.07
1991,30,38286.60,0.00,319.03,0.00,29.13,17.17,1772.95
1991,31,38363.14,18.03,179.81,0.00,25.33,17.35,1979.47
1991,32,38440.96,1.59,210.85,0.00,18.86,12.52,1450.33
1991,33,38520.03,1.52,277.46,0.00,22.81,13.84,1580.92
1991,34,38600.31,1.43,277.01,0.00,24.53,15.38,1746.48
1991,35,38681.77,0.00,346.01,0.00,25.55,13.16,1454.83
1991,36,38764.37,0.00,386.27,0.00,26.17,11.16,1223.08
1991,37,38848.09,0.00,369.67,0.00,26.18,12.43,1349.12
1991,38,38932.89,4.51,228.53,0.00,25.42,15.11,1716.91
1991,39,39018.74,4.21,175.87,0.00,17.81,10.90,1303.06
1991,40,39105.61,0.00,315.92,0.00,19.72,9.87,1217.00
1991,41,39193.46,0.00,425.14,0.00,22.68,5.87,866.11
1991,42,39282.27,0.00,423.98,0.00,22.93,6.19,883.85
1991,43,39372.00,0.00,429.86,0.00,21.99,4.87,807.65
1991,44,39462.62,0.00,428.71,0.00,24.97,7.53,950.23
1991,45,39554.10,11.35,230.68,0.00,24.17,14.07,1604.73
1991,46,39646.42,0.00,283.03,0.00,18.74,10.15,1239.67
1991,47,39739.54,0.00,398.11,0.00,11.19,-1.70,539.21
1991,48,39833.43,0.00,480.69,0.00,20.40,-1.60,512.31
1991,49,39928.07,0.00,465.02,0.00,25.69,5.12,803.75
1991,50,40023.42,0.00,419.48,0.00,27.85,11.47,1251.69
1991,51,40119.47,0.00,429.60,0.00,28.85,11.56,1239.86
1991,52,40216.18,0.00,418.51,0.00,29.06,12.66,1342.91
1991,53,40313.52,0.00,392.75,0.00,28.53,14.13,1514.22
1991,54,40411.47,0.00,299.58,0.00,25.01,15.58,1769.27
1991,55,40510.01,0.00,338.10,0.00,24.92,14.04,1601.65
1991,56,40609.10,0.00,356.56,0.00,23.63,12.16,1404.35
1991,57,40708.72,0.00,323.16,0.00,23.09,13.11,1507.63
1991,58,40808.85,0.00,368.56,0.00,19.84,8.36,1098.95
1991,59,40909.46,0.00,345.82,0.00,20.63,10.10,1235.65
1991,60,41010.54,0.00,442.35,0.00,29.45,12.79,1310.13
1991,61,41112.04,0.00,351.65,0.00,29.69,17.76,1956.10
1991,62,41213.96,33.37,238.14,0.00,25.79,15.70,1783.01
1991,63,41316.27,0.00,320.03,0.00,22.40,12.64,1461.85
1991,64,41418.94,0.00,440.20,0.00,21.38,6.35,926.71
1991,65,41521.96,0.00,474.45,0.00,25.52,7.48,949.83
1991,66,41625.30,0.00,425.51,0.00,27.76,12.69,1379.08
1991,67,41728.94,9.50,302.29,0.00,29.17,14.96,1699.86
1991,68,41832.86,12.68,229.39,0.00,23.30,14.01,1598.62
1991,69,41937.03,0.00,368.14,0.00,18.79,7.63,1045.77
1991,70,42041.45,0.00,494.51,0.00,20.55,2.21,704.86
1991,71,42146.08,0.00,512.70,0.00,24.03,3.44,742.94
1991,72,42250.90,0.99,432.39,0.00,23.54,8.97,1145.42
1991,73,42355.91,0.00,345.20,0.00,25.82,14.97,1700.62
1991,74,42461.06,4.28,230.42,0.00,22.26,13.31,1528.07
1991,75,42566.36,12.23,171.05,0.00,17.98,11.80,1382.98
1991,76,42671.77,37.16,141.08,0.00,18.66,13.64,1560.84
1991,77,42777.28,70.13,238.72,0.00,24.97,15.76,1789.53
1991,78,42882.86,0.00,430.61,0.00,25.26,12.01,1402.60
1991,79,42988.50,0.00,497.50,0.00,26.79,9.61,1195.50
1991,80,43094.18,0.00,490.09,0.00,28.39,11.45,1352.09
1991,81,43199.88,0.00,476.29,0.00,30.85,14.32,1631.32
1991,82,43305.58,0.00,453.98,0.00,28.87,14.29,1628.22
1991,83,43411.27,0.00,341.13,0.00,27.57,17.95,2055.81
1991,84,43516.91,0.00,410.16,0.00,29.76,17.24,1965.77
1991,85,43622.49,0.00,505.09,0.00,30.69,12.58,1456.44
1991,86,43728.00,0.00,449.00,0.00,31.11,16.38,1861.95
1991,87,43833.41,0.00,415.73,0.00,30.56,17.50,1998.82
1991,88,43938.71,0.00,379.47,0.00,30.85,19.24,2230.09
1991,89,44043.86,5.47,237.80,0.00,26.25,17.46,1994.47
1991,90,44148.87,0.00,313.32,0.00,23.23,15.03,1707.75
1991,91,44253.69,0.00,482.12,0.00,25.20,10.53,1271.19
1991,92,44358.32,0.00,540.48,0.00,26.86,7.73,1052.54
1991,93,44462.74,0.00,492.16,0.00,26.95,11.10,1320.63
1991,94,44566.92,2.73,300.87,0.00,26.91,15.30,1737.79
1991,95,44670.83,5.84,294.59,0.00,29.10,17.66,2018.88
1991,96,44774.47,0.00,377.35,0.00,29.74,18.87,2178.83
1991,97,44877.81,4.28,296.98,0.00,30.36,18.82,2172.01
1991,98,44980.83,0.00,352.58,0.00,30.06,20.08,2348.69
1991,99,45083.51,0.00,376.10,0.00,30.78,19.94,2327.87
1991,100,45185.81,11.80,300.74,0.00,29.80,18.44,2120.54
1991,101,45287.73,0.00,478.10,0.00,31.63,16.80,1911.85
1991,102,45389.24,0.00,445.66,0.00,30.91,17.84,2042.79
1991,103,45490.31,0.00,430.96,0.00,30.40,18.04,2068.44
1991,104,45590.93,0.00,462.18,0.00,30.91,17.04,1941.81
1991,105,45691.06,0.00,450.52,0.00,31.04,17.51,1999.73
1991,106,45790.68,0.00,438.72,0.00,31.36,18.09,2074.43
1991,107,45889.78,2.45,305.89,0.00,30.13,18.27,2098.29
1991,108,45988.31,0.00,401.44,0.00,30.03,18.49,2127.03
1991,109,46086.27,18.02,296.99,0.00,29.11,18.07,2071.46
1991,110,46183.61,14.97,281.62,0.00,28.46,18.36,2109.55
1991,111,46280.32,0.00,361.03,0.00,25.43,16.31,1853.54
1991,112,46376.37,0.00,507.63,0.00,27.78,12.81,1478.86
1991,113,46471.72,47.20,268.33,0.00,26.84,17.69,2022.88
1991,114,46566.36,24.31,270.18,0.00,30.04,20.46,2404.76
1991,115,46660.26,22.06,272.28,0.00,28.75,19.47,2261.17
1991,116,46753.38,0.00,442.90,0.00,30.76,18.56,2136.78
1991,117,46845.70,0.00,462.24,0.00,33.60,19.93,2327.52
1991,118,46937.18,0.00,432.45,0.00,33.80,21.32,2535.43
1991,119,47027.81,0.00,417.31,0.00,33.94,21.95,2634.49
1991,120,47117.54,0.00,384.65,0.00,33.83,22.97,2803.24
1991,121,47206.34,0.00,399.10,0.00,32.77,21.73,2599.50
1991,122,47294.20,0.00,479.69,0.00,32.86,18.74,2161.45
1991,123,47381.07,0.00,474.34,0.00,32.56,18.85,2176.46
1991,124,47466.92,0.00,482.04,0.00,32.41,18.34,2107.22
1991,125,47551.72,0.00,452.10,0.00,32.54,19.71,2296.19
1991,126,47635.44,0.00,455.74,0.00,32.43,19.45,2258.17
1991,127,47718.05,1.47,479.05,0.00,32.44,18.39,2113.85
1991,128,47799.51,0.00,420.30,0.00,32.09,20.45,2403.46
1991,129,47879.80,0.00,402.88,0.00,31.99,20.98,2483.15
1991,130,47958.87,2.62,309.10,0.00,32.63,21.18,2512.77
1991,131,48036.69,0.00,450.08,0.00,32.18,19.48,2262.40
1991,132,48113.23,0.00,461.39,0.00,31.58,18.56,2136.22
1991,133,48188.46,6.56,341.79,0.00,31.63,18.82,2171.83
1991,134,48262.35,0.00,415.39,0.00,30.92,19.82,2311.03
1991,135,48334.85,0.00,449.72,0.00,32.13,19.55,2273.18
1991,136,48405.94,0.00,477.61,0.00,33.86,19.63,2284.15
1991,137,48475.58,8.19,354.76,0.00,33.17,19.29,2235.98
1991,138,48543.74,0.90,463.82,0.00,33.70,20.04,2343.63
1991,139,48610.38,11.11,333.90,0.00,32.21,19.65,2286.35
1991,140,48675.48,11.92,243.76,0.00,30.32,21.98,2640.19
1991,141,48738.99,6.65,247.09,0.00,30.01,21.61,2580.29
1991,142,48800.89,5.29,193.50,0.00,29.24,22.93,2795.58
1991,143,48861.14,16.15,202.61,0.00,29.02,22.47,2720.14
1991,144,48919.72,18.08,215.65,0.00,29.46,22.47,2719.53
1991,145,48976.59,0.00,370.77,0.00,32.07,22.44,2714.47
1991,146,49031.71,49.66,283.03,0.00,32.18,22.38,2704.58
1991,147,49085.06,28.65,288.45,0.00,32.09,22.17,2669.75
1991,148,49136.61,0.00,441.72,0.00,32.59,20.65,2432.53
1991,149,49186.33,0.00,430.14,0.00,33.23,21.58,2576.18
1991,150,49234.19,16.95,307.14,0.00,32.88,22.02,2646.31
1991,151,49280.16,11.07,311.30,0.00,30.41,19.85,2315.33
1991,152,49324.22,14.72,338.18,0.00,31.21,19.29,2236.85
1991,153,49366.34,5.31,322.93,0.00,31.31,20.17,2362.25
1991,154,49406.48,13.14,292.74,0.00,31.06,21.37,2542.36
1991,155,49444.64,27.54,265.57,0.00,30.77,22.26,2684.47
1991,156,49480.78,18.76,282.16,0.00,29.79,20.89,2469.48
1991,157,49514.89,15.83,274.92,0.00,28.87,20.48,2408.18
1991,158,49546.93,4.68,345.77,0.00,29.38,18.01,2064.01
1991,159,49576.90,0.00,470.23,0.00,30.73,18.70,2155.52
1991,160,49604.77,0.00,473.79,0.00,31.14,18.85,2175.48
1991,161,49630.52,0.00,490.34,0.00,31.63,18.49,2127.08
1991,162,49654.14,0.00,497.64,0.00,32.04,18.42,2117.80
1991,163,49675.61,0.00,495.41,0.00,31.96,18.45,2121.91
1991,164,49694.92,0.00,500.06,0.00,32.78,18.72,2158.39
1991,165,49712.05,0.00,492.86,0.00,34.27,20.06,2345.51
1991,166,49727.00,0.00,454.76,0.00,33.44,21.22,2519.22
1991,167,49739.75,0.00,450.66,0.00,33.93,21.78,2608.21
1991,168,49750.30,0.00,446.46,0.00,33.94,21.99,2641.92
1991,169,49758.64,12.61,285.96,0.00,31.20,22.06,2652.89
1991,170,49764.76,14.31,280.17,0.00,31.71,22.70,2757.65
1991,171,49768.65,0.00,418.85,0.00,33.48,22.66,2750.27
1991,172,49770.33,0.00,404.96,0.00,33.85,23.32,2862.39
1991,173,49769.78,0.00,404.08,0.00,33.08,22.65,2749.72
1991,174,49767.00,4.93,292.47,0.00,32.15,22.28,2689.01
1991,175,49762.00,7.01,316.79,0.00,33.49,22.24,2681.28
1991,176,49754.78,12.28,324.18,0.00,33.25,21.66,2588.82
1991,177,49745.35,13.04,330.04,0.00,33.92,21.82,2614.27
1991,178,49733.71,8.98,323.42,0.00,33.05,21.50,2563.54
1991,179,49719.87,0.00,442.09,0.00,34.86,22.43,2712.93
1991,180,49703.83,8.35,310.99,0.00,33.80,22.64,2748.20
1991,181,49685.62,7.52,311.45,0.00,33.23,22.16,2669.23
1991,182,49665.24,31.09,279.49,0.00,31.67,22.31,2693.62
1991,183,49642.70,16.76,247.67,0.00,30.32,22.41,2709.56
1991,184,49618.02,3.27,298.32,0.00,33.45,23.05,2816.10
1991,185,49591.22,5.26,283.03,0.00,33.05,23.34,2866.92
1991,186,49562.31,4.82,270.12,0.00,32.66,23.53,2898.82
1991,187,49531.31,0.00,374.31,0.00,32.55,23.00,2808.06
1991,188,49498.24,0.00,422.38,0.00,33.79,22.42,2710.92
1991,189,49463.12,0.00,421.92,0.00,33.90,22.53,2729.56
1991,190,49425.98,9.90,277.19,0.00,32.77,23.39,2874.43
1991,191,49386.83,9.39,276.90,0.00,31.64,22.55,2732.28
1991,192,49345.71,10.67,297.77,0.00,31.71,21.86,2620.94
1991,193,49302.63,27.97,325.47,0.00,32.76,21.53,2568.06
1991,194,49257.62,23.62,237.56,0.00,28.49,21.46,2556.30
1991,195,49210.71,0.00,356.77,0.00,30.66,22.46,2718.02
1991,196,49161.92,0.00,427.08,0.00,32.25,21.73,2598.99
1991,197,49111.29,19.30,345.86,0.00,33.71,21.57,2573.70
1991,198,49058.84,5.99,346.42,0.00,34.24,21.90,2627.02
1991,199,49004.61,0.00,455.90,0.00,34.07,21.96,2635.85
1991,200,48948.62,0.00,448.04,0.00,34.24,22.32,2694.68
1991,201,48890.90,0.00,431.64,0.00,33.51,22.38,2704.93
1991,202,48831.49,0.00,451.32,0.00,34.20,22.11,2659.88
1991,203,48770.42,0.00,447.00,0.00,34.63,22.55,2731.92
1991,204,48707.71,0.00,440.11,0.00,34.42,22.61,2742.13
1991,205,48643.41,0.00,410.78,0.00,33.51,22.98,2804.69
1991,206,48577.54,13.42,292.85,0.00,32.50,22.86,2784.92
1991,207,48510.14,10.50,296.41,0.00,32.01,22.36,2701.77
1991,208,48441.25,6.66,288.65,0.00,31.89,22.62,2745.05
1991,209,48370.88,0.00,378.34,0.00,32.00,22.97,2803.88
1991,210,48299.09,7.53,290.82,0.00,32.23,22.93,2796.04
1991,211,48225.90,17.07,257.51,0.00,30.60,22.83,2779.86
1991,212,48151.34,29.05,260.27,0.00,30.54,22.71,2759.85
1991,213,48075.46,35.25,249.98,0.00,30.02,22.62,2743.70
1991,214,47998.28,4.45,314.59,0.00,32.86,22.54,2730.85
1991,215,47919.83,0.00,444.49,0.00,33.84,22.34,2698.75
1991,216,47840.16,0.00,425.07,0.00,33.75,22.94,2797.29
1991,217,47759.28,16.97,306.07,0.00,32.90,22.82,2778.48
1991,218,47677.25,0.00,435.52,0.00,34.32,22.96,2800.79
1991,219,47594.09,0.00,445.73,0.00,34.82,22.90,2791.00
1991,220,47509.83,0.00,435.28,0.00,35.12,23.45,2886.27
1991,221,47424.50,0.00,413.87,0.00,34.33,23.60,2911.89
1991,222,47338.14,0.00,425.20,0.00,34.70,23.42,2881.27
1991,223,47250.78,0.00,424.74,0.00,34.46,23.25,2851.29
1991,224,47162.45,0.00,418.30,0.00,34.42,23.34,2866.91
1991,225,47073.18,0.00,431.70,0.00,34.37,22.72,2760.55
1991,226,46983.00,0.00,440.03,0.00,34.51,22.44,2714.60
1991,227,46891.95,0.00,423.79,0.00,33.29,22.14,2665.87
1991,228,46800.04,0.00,452.13,0.00,34.02,21.57,2574.78
1991,229,46707.32,0.00,420.54,0.00,33.75,22.60,2740.96
1991,230,46613.82,10.33,297.28,0.00,32.66,22.59,2739.04
1991,231,46519.55,16.43,250.06,0.00,30.52,22.69,2755.76
1991,232,46424.55,23.94,191.79,0.00,28.45,22.83,2778.86
1991,233,46328.85,0.00,420.79,0.00,33.00,22.24,2681.54
1991,234,46232.47,6.21,310.60,0.00,32.45,22.05,2650.78
1991,235,46135.44,14.91,304.98,0.00,32.37,22.23,2679.51
1991,236,46037.79,19.80,287.14,0.00,31.92,22.60,2740.56
1991,237,45939.55,14.58,310.25,0.00,32.64,22.14,2664.90
1991,238,45840.73,0.56,442.24,0.00,33.52,21.65,2586.14
1991,239,45741.37,0.00,408.00,0.00,33.65,22.96,2801.62
1991,240,45641.49,2.59,305.95,0.00,33.63,22.89,2789.05
1991,241,45541.12,3.44,293.79,0.00,32.40,22.40,2707.58
1991,242,45440.28,0.00,421.58,0.00,33.94,22.41,2708.85
1991,243,45338.99,0.00,448.06,0.00,33.64,20.93,2474.59
1991,244,45237.27,0.00,452.36,0.00,34.35,21.11,2502.59
1991,245,45135.16,0.00,456.95,0.00,34.01,20.56,2418.75
1991,246,45032.66,0.00,405.71,0.00,33.35,22.16,2669.24
1991,247,44929.82,0.00,395.36,0.00,33.81,22.84,2780.88
1991,248,44826.64,0.00,420.98,0.00,34.53,22.32,2695.00
1991,249,44723.14,0.00,426.08,0.00,35.27,22.57,2735.27
1991,250,44619.36,0.00,417.73,0.00,34.68,22.43,2713.69
1991,251,44515.31,0.00,393.22,0.00,33.52,22.47,2719.77
1991,252,44411.02,0.00,395.50,0.00,33.44,22.29,2689.60
1991,253,44306.49,0.00,434.55,0.00,33.88,20.92,2474.11
1991,254,44201.76,0.00,426.76,0.00,34.03,21.27,2526.73
1991,255,44096.85,0.00,425.45,0.00,34.50,21.57,2573.55
1991,256,43991.76,0.00,419.07,0.00,34.77,21.98,2638.76
1991,257,43886.54,0.00,415.97,0.00,34.39,21.73,2600.09
1991,258,43781.18,0.00,422.82,0.00,34.90,21.70,2595.53
1991,259,43675.72,0.00,391.35,0.00,33.86,22.22,2678.82
1991,260,43570.17,0.00,394.93,0.00,33.61,21.78,2607.68
1991,261,43464.56,0.00,417.51,0.00,33.90,20.83,2460.34
1991,262,43358.89,0.00,418.46,0.00,34.51,20.96,2479.08
1991,263,43253.20,0.00,404.27,0.00,34.29,21.32,2535.09
1991,264,43147.50,0.00,386.10,0.00,33.45,21.37,2543.53
1991,265,43041.80,0.00,377.64,0.00,33.20,21.43,2552.18
1991,266,42936.14,0.00,385.78,0.00,33.75,21.36,2542.10
1991,267,42830.52,0.00,390.99,0.00,33.92,21.14,2506.69
1991,268,42724.97,14.81,267.75,0.00,32.38,21.30,2531.37
1991,269,42619.51,0.00,353.27,0.00,29.14,18.73,2159.36
1991,270,42514.16,0.00,458.65,0.00,29.96,14.27,1626.06
1991,271,42408.93,0.00,419.75,0.00,31.12,17.12,1950.91
1991,272,42303.84,13.28,263.07,0.00,31.17,20.13,2355.97
1991,273,42198.93,11.24,216.57,0.00,29.50,20.93,2475.45
1991,274,42094.19,3.87,168.70,0.00,27.71,21.35,2539.72
1991,275,41989.67,6.15,181.79,0.00,28.51,21.63,2584.01
1991,276,41885.37,3.89,217.41,0.00,31.27,22.57,2736.34
1991,277,41781.32,13.99,214.73,0.00,31.22,22.64,2747.72
1991,278,41677.54,19.69,236.12,0.00,31.72,22.09,2656.60
1991,279,41574.04,24.82,205.30,0.00,28.46,20.70,2440.68
1991,280,41470.86,0.00,428.29,0.00,26.60,12.96,1493.26
1991,281,41368.01,0.00,397.13,0.00,26.98,14.71,1673.24
1991,282,41265.52,0.00,367.14,0.00,27.78,16.60,1888.38
1991,283,41163.40,0.00,350.64,0.00,29.36,18.56,2137.03
1991,284,41061.68,0.00,374.09,0.00,28.90,17.12,1951.82
1991,285,40960.39,0.00,428.61,0.00,29.56,14.47,1646.73
1991,286,40859.54,0.00,428.50,0.00,30.57,14.93,1696.83
1991,287,40759.16,0.00,419.16,0.00,30.96,15.61,1773.02
1991,288,40659.28,0.00,361.16,0.00,28.82,17.12,1951.41
1991,289,40559.92,0.00,386.27,0.00,26.25,13.68,1564.69
1991,290,40461.10,0.00,449.92,0.00,25.11,8.29,1093.46
1991,291,40362.85,0.00,442.49,0.00,27.54,10.36,1257.12
1991,292,40265.20,0.00,426.00,0.00,28.55,12.16,1416.53
1991,293,40168.17,0.00,415.88,0.00,28.42,12.59,1457.40
1991,294,40071.78,0.00,357.91,0.00,29.48,16.79,1910.73
1991,295,39976.08,0.00,346.44,0.00,31.00,18.42,2118.40
1991,296,39881.07,0.00,296.25,0.00,30.66,20.40,2395.00
1991,297,39786.80,9.34,232.45,0.00,30.52,19.67,2289.41
1991,298,39693.29,0.00,265.05,0.00,29.13,20.27,2376.95
1991,299,39600.56,0.00,295.67,0.00,30.33,20.02,2340.11
1991,300,39508.65,0.00,321.72,0.00,30.38,18.91,2184.61
1991,301,39417.59,0.00,338.58,0.00,29.38,17.23,1965.64
1991,302,39327.41,0.00,314.27,0.00,27.98,17.17,1958.02
1991,303,39238.14,0.00,328.35,0.00,26.89,15.46,1755.16
1991,304,39149.80,0.00,410.90,0.00,27.57,9.99,1226.87
1991,305,39062.43,0.00,377.50,0.00,27.33,12.19,1419.51
1991,306,38976.07,0.00,237.84,0.00,25.17,17.06,1944.47
1991,307,38890.73,0.00,254.89,0.00,22.27,13.75,1571.70
1991,308,38806.46,2.41,211.32,0.00,17.54,8.32,1095.82
1991,309,38723.29,0.00,324.25,0.00,17.40,6.22,949.22
1991,310,38641.25,0.00,344.77,0.00,22.63,9.68,1201.25
1991,311,38560.37,0.00,327.56,0.00,23.22,11.04,1315.74
1991,312,38480.69,0.00,349.14,0.00,21.70,8.35,1098.44
1991,313,38402.24,0.00,287.44,0.00,17.02,7.19,1014.83
1991,314,38325.05,0.00,345.50,0.00,16.38,3.62,791.59
1991,315,38249.15,0.00,381.56,0.00,20.59,4.59,847.26
1991,316,38174.59,0.00,399.12,0.00,22.98,4.36,833.73
1991,317,38101.39,0.00,386.54,0.00,22.16,4.82,860.96
1991,318,38029.58,0.00,380.23,0.00,25.12,7.32,1023.66
1991,319,37959.21,0.00,347.95,0.00,27.62,11.87,1389.73
1991,320,37890.30,0.00,331.94,0.00,27.77,13.12,1508.59
1991,321,37822.90,0.00,318.85,0.00,27.92,14.09,1607.29
1991,322,37757.02,0.00,314.75,0.00,27.54,14.00,1598.17
1991,323,37692.71,0.00,258.62,0.00,28.01,17.53,2002.76
1991,324,37629.99,3.09,193.06,0.00,27.30,16.98,1933.71
1991,325,37568.91,0.00,237.28,0.00,27.66,18.23,2092.49
1991,326,37509.48,0.00,250.92,0.00,27.96,17.79,2035.99
1991,327,37451.76,0.00,236.56,0.00,25.85,16.62,1890.14
1991,328,37395.75,0.00,303.24,0.00,21.67,9.48,1185.46
1991,329,37341.51,0.00,337.02,0.00,15.50,1.69,690.16
1991,330,37289.05,0.00,359.33,0.00,17.83,1.60,685.36
1991,331,37238.40,0.00,344.29,0.00,24.47,8.18,1085.16
1991,332,37189.61,0.00,327.34,0.00,27.41,11.67,1371.95
1991,333,37142.68,0.00,295.09,0.00,28.10,14.46,1646.27
1991,334,37097.66,0.00,251.77,0.00,29.48,18.26,2096.55
1991,335,37054.57,0.00,237.88,0.00,29.78,19.28,2235.28
1991,336,37013.43,0.00,241.84,0.00,30.26,19.37,2247.04
1991,337,36974.27,9.59,150.19,0.00,28.83,20.16,2361.02
1991,338,36937.11,10.16,245.06,0.00,22.82,7.49,1035.91
1991,339,36901.98,0.00,356.47,0.00,20.43,2.27,719.36
1991,340,36868.90,0.00,347.67,0.00,24.63,6.33,956.07
1991,341,36837.89,0.00,309.59,0.00,26.28,11.05,1316.54
1991,342,36808.96,0.00,290.71,0.00,26.92,12.91,1487.74
1991,343,36782.15,0.00,275.40,0.00,27.18,14.02,1599.57
1991,344,36757.45,0.00,249.65,0.00,26.60,15.08,1713.36
1991,345,36734.90,0.00,274.75,0.00,26.24,13.31,1527.91
1991,346,36714.51,0.00,266.14,0.00,27.59,15.08,1713.25
1991,347,36696.28,0.00,260.95,0.00,28.02,15.84,1799.08
1991,348,36680.23,0.00,260.32,0.00,28.07,16.04,1821.63
1991,349,36666.38,0.00,314.00,0.00,25.13,9.90,1219.10
1991,350,36654.72,0.00,306.83,0.00,17.79,4.25,827.61
1991,351,36645.27,0.00,359.50,0.00,22.06,2.21,715.99
1991,352,36638.04,0.00,327.98,0.00,21.29,5.23,886.23
1991,353,36633.03,0.00,321.09,0.00,19.31,4.02,814.04
1991,354,36630.24,0.00,303.89,0.00,22.57,8.05,1076.22
1991,355,36629.67,0.00,310.76,0.00,24.09,8.59,1116.39
1991,356,36631.33,0.00,320.88,0.00,25.30,8.48,1107.95
1991,357,36635.21,0.00,318.88,0.00,24.57,7.88,1063.69
1991,358,36641.32,1.06,261.38,0.00,23.89,11.55,1360.47
1991,359,36649.64,0.00,305.58,0.00,22.86,7.62,1044.82
1991,360,36660.17,0.00,262.50,0.00,23.55,11.28,1336.41
1991,361,36672.91,0.00,243.94,0.00,26.92,15.38,1746.06
1991,362,36687.84,0.00,173.87,0.00,24.35,16.77,1908.19
1991,363,36704.96,0.00,179.94,0.00,21.55,14.04,1602.38
1991,364,36724.26,0.00,228.09,0.00,19.21,9.76,1207.90
1991,365,36745.71,0.00,256.79,0.00,17.93,7.16,1012.65
1992,1,36769.43,0.00,194.64,0.00,18.72,10.69,1285.49
1992,2,36795.17,0.00,226.82,0.00,22.75,12.89,1485.86
1992,3,36823.04,0.00,210.80,0.00,20.31,11.47,1353.56
1992,4,36853.00,0.00,221.47,0.00,17.37,8.28,1093.24
1992,5,36885.04,0.00,279.67,0.00,19.54,7.29,1021.38
1992,6,36919.14,0.00,280.62,0.00,21.46,8.98,1145.83
1992,7,36955.28,0.00,349.08,0.00,22.74,4.72,855.01
1992,8,36993.43,0.00,367.78,0.00,24.78,3.99,810.44
1992,9,37033.57,0.00,332.95,0.00,25.78,8.97,1145.07
1992,10,37075.68,0.00,250.52,0.00,23.74,12.86,1483.10
1992,11,37119.74,0.00,344.74,0.00,18.40,2.03,707.02
1992,12,37165.70,0.00,374.09,0.00,25.29,4.23,816.30
1992,13,37213.56,0.00,328.20,0.00,26.78,10.60,1277.38
1992,14,37263.28,8.12,180.57,0.00,23.31,13.17,1513.58
1992,15,37314.82,0.00,271.07,0.00,13.64,2.89,751.48
1992,16,37368.17,0.00,305.53,0.00,13.22,0.70,642.46
1992,17,37423.29,0.00,386.08,0.00,17.03,-2.71,500.25
1992,18,37480.15,0.00,359.45,0.00,19.58,2.63,737.81
1992,19,37538.73,14.80,177.28,0.00,17.33,8.17,1084.41
1992,20,37598.98,0.00,311.34,0.00,17.18,4.33,831.81
1992,21,37660.87,0.00,400.86,0.00,22.61,0.47,631.95
1992,22,37724.38,0.00,389.97,0.00,25.45,4.55,844.95
1992,23,37789.48,17.38,164.52,0.00,23.51,14.77,1679.41
1992,24,37856.12,0.00,280.77,0.00,19.55,8.45,1105.48
1992,25,37924.27,0.00,386.52,0.00,18.34,0.22,620.73
1992,26,37993.91,0.00,398.37,0.00,20.70,0.98,655.60
1992,27,38064.99,0.00,372.24,0.00,22.72,5.62,910.37
1992,28,38137.49,7.01,150.02,0.00,21.94,14.38,1637.43
1992,29,38211.37,1.63,196.61,0.00,23.26,15.77,1790.48
1992,30,38286.60,1.89,252.84,0.00,24.08,14.24,1622.47
1992,31,38363.14,0.00,254.21,0.00,21.27,11.67,1371.42
1992,32,38440.96,0.00,328.55,0.00,20.64,7.51,1036.76
1992,33,38520.03,0.00,367.89,0.00,19.62,4.05,815.61
1992,34,38600.31,0.00,374.67,0.00,22.86,6.21,948.56
1992,35,38681.77,0.00,375.83,0.00,24.45,7.50,1036.12
1992,36,38764.37,15.88,227.99,0.00,22.73,10.61,1278.81
1992,37,38848.09,12.16,220.19,0.00,21.99,10.68,1284.37
1992,38,38932.89,0.00,273.50,0.00,16.82,7.14,1011.03
1992,39,39018.74,0.00,321.89,0.00,17.30,5.66,912.64
1992,40,39105.61,0.00,400.14,0.00,17.86,1.46,678.60
1992,41,39193.46,0.00,411.54,0.00,22.80,4.76,857.63
1992,42,39282.27,0.00,334.90,0.00,22.52,10.03,1229.93
1992,43,39372.00,0.00,389.85,0.00,22.85,7.22,1016.42
1992,44,39462.62,0.00,395.49,0.00,23.86,7.61,1044.38
1992,45,39554.10,0.00,397.55,0.00,25.63,8.94,1143.04
